Car Name,Special Hook,Description,Sold For,Bid Count,Comment Count,Price Category,Auto Biography
1956 Mercedes-Benz 180 D Ponton Limousine (W 120),"Spanische Erstauslieferung, erste selbsttragende Karosserie von Mercedes, ""Ponton"" Wagenaufbau, sehr gute Restaurationsbasis","Der W 120 war die erste Innovation von Mercedes-Benz mit einer einteiligen, selbsttragenden und massenproduzierten Karosserie. Der am Wagenaufbau festgeschweißte Rahmenboden bot nicht nur optimale Stabilität, sondern auch höchsten Schutz für die Insassen. Das von Oktober 1953 hergestellte 180er Modell war auch das erste Fahrzeug mit der ""Ponton"" Karosserie.
Der Mercedes 180 D kann in Nürnberg besichtigt werden. ",verkauft für 13.000 €,2 Gebote,3 Kommentare,Einsteigerfreundlich,"Der Mercedes-Benz 180 D wurde 1956 von der Daimler-Benz AG in Stuttgart-Untertürkheim produziert und am 12.11.1956 nach Spanien ausgeliefert. Die erste Anmeldung für den Straßenverkehr erfolgte am 29.01.1957. Eine komplett nachvollziehbare Historie von der Zeit in Spanien ist leider nicht vorhanden. Am 04.01.2013 wurde eine ITV durchgeführt und kurz darauf, am 28.01.2013, wurde das Fahrzeug neu registriert. Am 03.11.2021 wurden nochmals neue Zulassungspapiere ausgestellt, welche als ungültig gestempelt wurden und am 20.11.2021 erhielt der Mercedes seine letzte spanische ITV. Im selben Monat folgte der Import nach Deutschland durch den jetzigen Verkäufer."
1972 Pilgrim Bulldog Roadster,"Britischer Rechtslenker, fertig montiertes Kit Car, teilrestauriert, seltene Karosserie mit Kofferraum, H-Zulassung, Aktueller TÜV","Dieser Pilgrim Bulldog Roadster wurde als fertig montiertes Kit Car in England hergestellt. Bei den Spenderkomponenten handelt es sich um folgende Zusammensetzung: Motor, Getriebe, Technik und Vorderachse vom Morris Marina und eine Hinterachse von Ford. Dieser 2-Türige Bulldog wurde im Jahr 2020 teilrestauriert und bietet durch seine sportliche Straßenlage einen unvergleichlichen Fahrspaß.
Der 1972 Pilgrim Bulldog kann in Rheinbach besichtigt werden. ",verkauft für 6.000 €,8 Gebote,0 Kommentare,Einsteigerfreundlich,Der Pilgrim Bulldog wurde in England gebaut. Die Erstzulassung erfolgte am 05.05.1972. Anschließend wurde das Fahrzeug nach Deutschland importiert. Die Fahrzeughistorie ist leider nicht nachvollziehbar. Am 15.05.2015 erhielt der Pilgrim Bulldog ein H-Gutachten und am 21.05.2021 wurde eine neue Hauptuntersuchung durchgeführt. Es wurden keine Mängel festgestellt. Der aktuelle TÜV ist bis zum Mai 2023 gültig.
1989 BMW 325i (E30),"Deutsche Erstauslieferung, Schiebedach, 1 Vorbesitzer, nachvollziehbare Historie, Originalzustand, umfangreicher Service, TÜV Neu","Diese viertürige Limousine gehört zu der zweiten 3er-Reihe von BMW, die unter dem Werkscode E30 lief. Das Fahrzeug wurde 1989 an das Autohaus Baumann in Hof-Geismar ausgeliefert, wo es vom jetzigen Verkäufer nach etwa 3 Monaten erstanden wurde. Die nachvollziehbare Historie des E30 wird durch einen umfangreichen Service abgerundet und lässt sich durch etliche Rechnungen und Belege nachverfolgen.
Dieser 325i kann in Dillenburg besichtigt werden. ",verkauft für 13.250 €,10 Gebote,19 Kommentare,Einsteigerfreundlich,"Die erste Anmeldung der BMW-Limousine für den Straßenverkehr erfolgte am 29.05.1989, nachdem es an das Autohaus Baumann in Hofgeismar ausgeliefert wurde. Kurz darauf erwarb der jetzige Verkäufer das Fahrzeug und meldete es am 12.09.1989 in Dillenburg an. Über die Jahre wurde der BMW regelmäßig gewartet. Am 22.10.2020 erfolgte die letzte TÜV Abnahme, ohne festgestellte Mängel. Für den Verkauf wird eine neue TÜV Abnahme durchgeführt."
Kein Mindestpreis & Benefiz-Auktion: 1962 Heinkel Tourist 103 A2,"Deutsche Erstauslieferung, einziger deutscher Motorroller mit Viertaktmotor, 26 Jahre in aktuellem Besitz, nachvollziehbare Historie, vollständig restauriert","Dieser Motorroller gehört zu der letzten der Tourist-Variante 103 A2, welche ab 1960 von der Ernst Heinkel AG in Karlsruhe hergestellt wurden. Erkennbar an dem Schalenlenker mit Handschaltung und integriertem Tachometer, bekam der Tourist nun ein stilisiertes Heck, mit den in das hintere Rücklicht integrierten Blinkern. Die Heinkel waren als einzige deutsche Motorroller mit einem Viertaktmotor ausgestattet. Der hier angebotene Tourist stammt aus einer Sammlungsauflösung und dessen Erlös wird vollständig für den Wiederaufbau des Ahrtals gespendet.
Der Tourist kann in Bergheim besichtigt werden. ",verkauft für 2.000 €,3 Gebote,2 Kommentare,Einsteigerfreundlich,"Der Tourist 103 A2 wurde am 18.04.1962 zum ersten Mal für den deutschen Straßenverkehr zugelassen. Dem Fahrzeugbrief nach zu urteilen, wurde der Motorroller dann nach nur einem Vorbesitzer, am 27.06.1996 von dem jetzigen Verkäufer erworben und in Bergheim zugelassen. In dem Zeitraum von 2002 bis 2004 wurden mehrere Restaurations- und Wartungsarbeiten durchgeführt, welche notiert wurden. Am 12.03.2004 wurde der Tourist stillgelegt. Für den Verkauf wird noch die Batterie gewechselt."
1973 Jaguar E-Type V12 Roadster (III. Serie),"Sportlich-eleganter Roadster, nur bis 1974 produziert, langjährig in Familienbesitz, vollständig restauriert und umfangreicher Service, H-Zulassung, TÜV Neu","Der legendäre Jaguar E-Type stammt vom erfolgreichen Rennsportmodell Jaguar D-Type ab, welcher damals unter anderem 1955-1957 Gesamtsieger des 24 Stunden Rennens von Le Mans war. Der E-Type ist ein sehr ästhetisches Fahrzeug und ein aufsehenerregender und begehrter Oldtimer. Hier trifft Optik auf Power, da er insbesondere auch durch ein exzellentes und (renn-)sportliches Fahrverhalten besticht. Die wesentlich seltenere V12-Version bekam ab dem Produktionsjahr 1971 einen damals komplett neu entwickelten, ingenieurtechnisch noch heute beeindruckenden und erstmals in Großserie hergestellten 5,3l-V12-Motor mit 267 PS/197kW bei 5750/min und einer Höchstgeschwindigkeit von bis zu 238 km/h. Der Jaguar E-Type V12 zeigt sich in der hier vorgestellten Version als Roadster von seiner schönsten Seite und gehört zur beliebtesten Modellvariante des E-Type, was auch im Rahmen einer zukünftigen Wertanlage interessant ist. Das Fahrzeug verblieb seit der deutschen Zulassung viele Jahre in Familienbesitz und wurde nach dem Erwerb durch den jetzigen Besitzer aufwändig und hochwertig restauriert. Es hat bereits vor der letzten Restaurierung in 2020 ein Oldtimer-Gutachten mit einer Bewertung des Zustands von 2- erhalten. Anschließend wurden weitere Arbeiten durchgeführt, sodass dieses Fahrzeug nun in einem sehr guten Zustand dasteht und eine aktuelle Straßenzulassung und H-Kennzeichen besitzt.
Der Jaguar E-Type 5,3l V12 Roadster kann in Essen besichtigt werden. ",Mindestpreis nicht erreicht,13 Gebote,0 Kommentare,Luxusfahrzeug,"Der Roadster wurde 1973 produziert, die erste Anmeldung für den deutschen Straßenverkehr erfolgte 1984 und er war seitdem in Familienbesitz. 1990 wurde zum ersten Mal mit einer Teilrestaurierung begonnen und das Fahrzeug in diesem Zusammenhang rot lackiert. Anschließend erfolgte 1997 die Stilllegung des Wagens mit zwischenzeitlichen Inbetriebnahmen über Kurzzeitkennzeichen. Später wurde aufgrund eines Todesfalls die Restaurierung unterbrochen und nach dem Erwerb durch den jetzigen Eigentümer weiter umfangreich fortgesetzt. Es wurden ca. 450 Arbeitsstunden von einer Fachwerkstatt und ca. 25.000 € in das Fahrzeug investiert, sodass sich der Jaguar in einem sehr guten Zustand befindet und neuen TÜV und die H-Zulassung besitzt."
1975 BMW 518 (E12),"Deutsche Erstauslieferung, 3 Halter, ohne Reparaturstau, Originalzustand, H-Zulassung, TÜV Neu","Der BMW 518 wurde am 02.04.1975 zum ersten Mal für den deutschen Straßenverkehr zugelassen, der deutsche Originalbrief ist sogar noch vorhanden. Dieses Fahrzeug hatte gerade einmal 3 Halter und wurde über die Jahre immer stets gepflegt, ohne Reparaturstau. Der BMW befindet sich größtenteils im Originalzustand und verfügt über ein altes H-Gutachten, welches zusammen mit einer TÜV Abnahme, für den Verkauf neu durchgeführt wird.
Der 1975 BMW 518 kann in Siershahn bei Montabaur besichtigt werden. ",verkauft für 18.000 €,4 Gebote,0 Kommentare,Einsteigerfreundlich,"Der 518 wurde am 02.04.1975 für den deutschen Straßenverkehr zugelassen. Am 14.08.2001 wurde der BMW durch einen Besitzerwechsel, im Raum Aachen neu zugelassen. Kurz darauf, am 02.04.2002, wechselte das Fahrzeug erneut den Besitzer, blieb allerdings in der gleichen Gegend. Gemäß den Bestimmungen wurde der BMW 518 am 07.03.2005 als Oldtimer eingestuft. Die nächste Zulassung im Zusammenhang mit einem Besitzerwechsel, erfolgte am 16.11.2010 in Montabaur. 2015 wurde der BMW dann von dem Verkäufer erworben und im Anschluss technisch überholt, sowie die Karosserie neu lackiert und aufgebessert. Für den Verkauf wird eine neue TÜV Abnahme und ein H-Gutachten durchgeführt."
Kein Mindestpreis: 1985 Audi 100 2.0 CC,"Deutsche Erstauslieferung, nachvollziehbare Historie, Originalzustand, seit 11 Jahren bei aktuellem Besitzer, umfangreicher Service, H-Zulassung, TÜV Neu","Dieser Audi 100 CC wurde 1985 in Deutschland produziert und ausgeliefert. Somit zählt es zu den Version ab September 1985, welche mit einer vollverzinkten Karosserie ausgestattet wurden. Das Fahrzeug befindet sich in einem sehr gepflegten, originalen Zustand. Über die letzten zwei Jahre wurde die Mechanik umfangreich erneuert. Für den Verkauf wurde eine neue TÜV Abnahme durchgeführt. Der Audi verfügt über eine H-Zulassung.
Der 1985 Audi 100 CC kann in Bonn besichtigt werden. ",verkauft für 3.500 €,4 Gebote,4 Kommentare,Alltagsklassiker,"Am 14.11.1985 bekam der Audi seine Erstzulassung in Bonn, Deutschland, wo das Fahrzeug bis Heute verweilt. Folgende Besitzerwechsel sind dem Fahrzeugbrief innerhalb Bonns, zu entnehmen: 08.09.1994, 24.11.1998 und am 29.09.2011. Die H-Zulassung erfolgte am 24.11.2015.Am 06.11.2019 wurden bei einer KÜS Abnahme diese Mängel festgestellt: ""Begrenzungsleuchte (Standlicht) - rechts - ohne Funktion"" und ""Radlager - 2. Achse rechts -- ausgeschlagen"". Die festgestellten Mängel wurden unmittelbar nach der Untersuchung behoben. Zwischen 2019 und 2021 wurde der Audi an einzelnen Stellen nachlackiert und die Mechanik überholt. Am 03.06.2022 wurde eine neue HU beim TÜV Rheinland durchgeführt, dabei wurde ein geringer Mangel festgestellt."
"1959 Mercedes-Benz ""Ponton"" 220 S Coupé","Deutsche Erstauslieferung, Coupé mit sehr seltenem Schiebedach, eines von nur 1.251 Modellen, sehr seltener Koffersatz, restaurierter Originalzustand, H-Zulassung","Die Mercedes-Benz 220 S Coupé Reihe basiert auf den seit 1953 produzierten W 120 Modellen, vermarktet als 180. Umgangssprachlich wurden diese Fahrzeuge wegen ihrer Karosserieform als „Ponton"" bezeichnet, dieser Begriff wurde jedoch von Mercedes-Benz selbst nie anerkannt. Die „Pontons"" waren die ersten einteiligen und einheitlich produzierten Karosseriemodelle von Mercedes und ermöglichten somit die erste Massenproduktion des Herstellers. Vom 220 S Coupé wurden nur 1.251 Modelle hergestellt. Modelle mit Schiebedach, wie bei diesem Exemplar, sind nochmal wesentlich seltener zu finden. Das Fahrzeug wird mit einem, an den Kofferraum angepassten, sehr seltenen Koffersatz aus der Zeit verkauft. Der Mercedes 220 S wurde stets trocken und beheizt gelagert. Am 13.05.1959 bekam das Coupé die erste deutsche Zulassungsbescheinigung.
Das Mercedes-Benz 220 S Coupé kann in Bergheim bei Köln besichtigt werden. ",verkauft für 65.000 €,5 Gebote,0 Kommentare,Luxusfahrzeug,Der Mercedes-Benz wurde am 13.05.1959 für den Straßenverkehr zugelassen. Am 23.02.2012 erfolgte die H-Zulassung in Paderborn und am 13.09.2013 die letzte TÜV Abnahme in Würselen. Im April 2014 wurde das Fahrzeug vom inzwischen verstorbenen Besitzer in Bergheim zugelassen und bekam im Zuge der Nachlassauflösung am 20.04.2022 eine Zustandsbewertung.
1966 Hans Glas GmbH Goggomobil 250 TS Coupé,"Restauriert, aus umfangreicher Sammlungsauflösung, Kurzbewertung durch Sachverständigenbüro in 2022","Das Goggomobil 250 TS Coupé der Hans Glas GmbH ist ein Stück deutsche Automobilgeschichte aus der Zeit der 50er und 60er Jahre und neben weiteren Goggomobil Modellen (z.B. Transporter und Limousine) ist das hier vorgestellte Coupé die Sportversion der Reihe. Es hat durch eine optimierte Übersetzung eine etwas höhere Endgeschwindigkeit und ist durch die sportliche Formgebung und die unverwechselbare Panorama-Heckscheibe ein echter Hingucker. Das Coupé wurde insgesamt für nur 12 Jahre (von 1957 bis 1969) produziert und stellte damals aufgrund der sehr kompakten Bauweise (Kategorie Kleinstwagen) in Kombination mit dem damaligen Konzept und dem technischen Entwicklungsstand eine Besonderheit dar. Es war gegenüber anderen deutschen Herstellern bzw. Konkurrenten in dieser Fahrzeugkategorie im Vorteil und wurde ein voller Erfolg. Die Goggomobile werden noch heute sehr geschätzt, was sich auch an den gut aufgestellten Clubs bzw. Vereinen zeigt, die z.B. jeden neuen „Glas"" Besitzer weltweit betreuen und mit Informationen, Ersatzteilen, eigenen Internetportalen und sogar einer Club-Zeitschrift unterstützen. Von dem hier vorgestellten Modell existieren heute nur noch wenige gut erhaltene auf den Straßen. Eine Kurzbewertung für das 250 TS Coupé wurde durch einen Sachverständigen mit der Gesamtnote 2- bereits durchgeführt.
Das Goggomobil 250 TS Coupé kann in Bergheim besichtigt werden. ",verkauft für 8.000 €,10 Gebote,0 Kommentare,Einsteigerfreundlich,"Da das Goggomobil aus einer Sammlungsauflösung einer Erbmasse stammt, sind nicht mehr alle Stationen eindeutig nachvollziehbar. Allerdings ist bekannt, dass der Wagen über viele Jahre beim selben Besitzer verblieb und stets sauber und trocken im Rahmen einer großen Oldtimersammlung verwahrt wurde."
1983 Mercedes-Benz 280 SE Staatslimousine,"Portugiesische Erstauslieferung, ehemaliges Staatsfahrzeug, abnehmbare Standarte, nachvollziehbare Historie, Originalzustand, H-Zulassung, TÜV Neu","Bei dieser Mercedes 280 SE Limousine, handelt es sich um eine portugiesische Erstauslieferung der Baureihe W 126. Sie wurde dort als Staatslimousine eingesetzt und von 1986 bis 1990 als Fahrzeug des portugiesischen Ministerpräsidenten unterhalten. Dies war auch der Grund für die Wahl des manuellen Schaltgetriebes, es sollte im Falle von Notsituationen ein dynamischeres Fahren erlauben. Ein weiterer Hinweis auf die Geschichte der Staatskarosse, ist der ab Werk verbaute Standartenhalter am vorderen rechten Kotflügel. Nach dem Einsatz im Portugiesischen Staatsdienst, wurde der Mercedes bis 2015 im Militärmuseum in Braga, Portugal ausgestellt. Die Laufleistung von 109.909 km ist demnach in Relation zum Jahrgang recht niedrig geblieben. Es wird insgesamt von lediglich zwei Besitzerwechseln ausgegangen und der jetzige Eigentümer hat das Fahrzeug nur gelegentlich und nie bei Regen bewegt.
Die Staatslimousine kann in Siershahn bei Montabaur besichtigt werden. ",Mindestpreis nicht erreicht,2 Gebote,2 Kommentare,Einsteigerfreundlich,"Am 14.12.1983 verließ die Mercedes-Benz Limousine laut dem VeDoc das Daimler-Benz Werk für den Export nach Portugal. Die erste Anmeldung für den Straßenverkehr erfolgte am 01.07.1984. Von 1986 bis 1990 wurde der W126 als Staatslimousine des portugiesischen Ministerpräsidenten unterhalten und anschließend im Militärmuseum in Braga, Portugal ausgestellt. 2015 wurde das Fahrzeug von Portugal nach Deutschland importiert und dort am 31.08.2015 bei Auktionata in Berlin vom jetzigen Eigentümer ersteigert. Am 16.09.2015 wurde ein VeDoc Dokument von der Daimler AG erstellt, welches die Fahrzeugdaten enthält. Während des Jahres 2016 wurden die Antriebswellen, Bremsen, Stabilisator und Spurköpfe erneuert, sowie die Federn ausgebaut, gestrahlt und beschichtet. 2017 wurden dann noch einige Wartungsarbeiten durchgeführt: Neuer Auspufftopf, Felgen gestrahlt und beschichtet und die Reifen ersetzt. Am 01.07.2019 bekam der 280 SE eine H-Zulassung und am 22.10.2019 ein TÜV Gutachten in Westerburg. 2022 wurde der Öl- und Luftfilter ersetzt und alle Öle gewechselt. Belege der durchgeführten Arbeiten sind vorhanden. Am 21.03.2022 erfolgte eine neue Vollabnahme inklusive H-Gutachten. Am 28.03.2022 bekam die Limousine eine neue Zulassung in Siershahn."
Kein Mindestpreis: 1994 Jaguar XJ 40 3.2 Limousine,"Britischer Linkslenker, ehemaliger Botschafterwagen, nachvollziehbare Historie, Scheckheftgepflegt, letztes Baujahr, Originalzustand, umfangreicher Service, TÜV Neu","Dieser XJ 40 ist ein ehemaliges Botschafterfahrzeug und wurde bis 2013 bei Jaguar Scheckheft gepflegt. Das Fahrzeug gehört zu der XJ Reihe (1968-2019), dessen Originalmodell als letzter Jaguar noch die Mitwirkung von dem Firmengründer, Sir William Lyons, hatte. Diese Oberklasselimousine ist über die Jahre stets umfangreich gewartet worden und kommt mit dem originalen Jaguar Zubehör.
Der Jaguar XJ 40 kann in Bonn besichtigt werden. ",verkauft für 6.500 €,8 Gebote,0 Kommentare,Daily Driver,"Der Jaguar XJ 40 wurde an die Jaguar Niederlassung Auto Becker GmbH & Co. KG in Düsseldorf ausgeliefert. Die erste Anmeldung für den Straßenverkehr erfolgte am 29.04.1994. Nachdem Service Buch Einträgen wurde das Fahrzeug 1998 nach Bonn umgesiedelt, bevor es 2002 nach Liebefeld, Schweiz exportiert wurde Am 07.07.2003 erfolgte der Re-Import nach Deutschland und am 08.07.2003 wurde der Jaguar Besitz eines Botschafters in Berlin und bekam eine neue TÜV Abnahme. Am 14.04.2004 wurde in Bonn eine neue Zulassungsbescheinigung erteilt/Wohnort Umschreibung, ohne Besitzerwechsel. Der XJ40 wurde bis zum 17.07.2013 scheckheftgepflegt. Am 23.10.2019 wurde durch einen Besitzerwechsel eine neue Zulassung in Bonn erteilt. Für den Verkauf wurde am 31.05.2022 durch den KÜS eine Vollabnahme durchgeführt."
1991 JPR (GB) Wildcat Roadster Kit Car,"Seltener britischer Linkslenker, individuelles Kit-Fahrzeug, Jaguar E-Type Replika, aktueller TÜV und H-Kennzeichen","Der Wildcat Roadster ist die Nummer 83 von nur 147 Autos und Kits, die der britische Hersteller insgesamt produziert hat. Das Fahrzeug basiert auf einem MK1 E-Type Jaguar, jedoch mit einem um 20,32 cm breiteren Heck. Aufgrund der Herstellung des Fahrzeugs in der Form eines Bausatzes bzw. Kits ist jeder Wildcat ein absolutes Unikat. Gestaltet je nach Geschmack des Käufers und der Auswahl von Teilen. Der JPR Wildcat mag einem Jaguar E-Type vom Äußerlichen her ähneln, aber seine Individualität und Erschwinglichkeit haben diesem Fahrzeug eine eigene Bühne zum Glänzen gegeben und sogar eine eigene Website für Bewunderer inspiriert. Dieser JPR Wildcat von 1991 ist noch spezieller, da er ein Linkslenker ist. Nur eine Handvoll der britischen Wildcat Kit Cars wurden für den europäischen Rechtsverkehr gebaut.
Der JPR Wildcat Roadster kann in Graz besichtigt werden.",verkauft für 25.000 €,7 Gebote,7 Kommentare,Alltagsklassiker,"Der Wildcat Roadster wurde zwischen 1984 und 1991 als Kit Car von John Paul Randall in England produziert. Die Historie der Konstruktion, sowie die weitere Laufbahn bis Ende 2018, ist leider nicht nachvollziehbar. Am 08.03.1991 erfolgte die Erstzulassung. Es existieren Dokumente von einer Wiederzulassungsuntersuchung in Deutschland am 28.08.2018. Am 19.03.2021 bekam der Wildcat eine TÜV und H-Zulassung und am 22.03.2021 wieder die Zulassung für den deutschen Straßenverkehr. Der Verkäufer erwarb das Fahrzeug am 12.12.2021."
1984 BMW 635 CSi Alpina B9/1 3.5 Coupé,"Nr. 6 von 52 Exemplaren, durch Alpina getunter Motor, japanische Erstauslieferung, automatisches Schaltgetriebe, umfangreicher Service, aktueller TÜV","Die BMW 635 CSi Modelle sind ganz klar zeitlose Klassiker in der Motorwelt. Kurz nach ihrem Debüt bekam die 6er-BMW Reihe wegen ihrer markanten Nase den Spitznamen „Sharknose"". Sie ist bis heute die am längsten produzierte BMW-Serie aller Zeiten; ein Beweis für ihren Erfolg. Der hier angebotene 1984er-BMW, stammt aus der Edelschmiede „Alpina"" mit der internen Bezeichnung als Alpina B9/1 3.5 Coupé und verfügt über eine einzigartige Kombination aus Dynamik und stilvoller Eleganz. Die Ausrüstung mit Alpina spezifischen Komponenten wurde handgefertigt und ließ daher nur begrenzte Produktionszahlen zu. Dieses Alpina-Modell ist eines von nur 52 Exemplaren, welche zwischen 1982 und 1985 gebaut wurden.
Dieses 1984 BMW 635 CSi Alpina B9/1 Coupé kann in Schwetzingen besichtigt werden. ",verkauft für 44.500 €,13 Gebote,5 Kommentare,Alltagsklassiker,"Das Fahrzeug wurde im März 1984 bei Alpina für den japanischen Markt fertiggestellt, wobei die Produktion des Basis-Modells schon 1983 bei BMW begonnen hatte. Am 01.04.1984 folgte die Erstzulassung. Bis Mitte 2019 wird dieser Alpina in Japan gefahren. Bedauerlicherweise lässt sich die Historie in diesen Jahren nicht ganz nachvollziehen. Wartungs- und Export Dokumente sind allerdings vorhanden. Nach 35 Jahren in Japan, wurde der Alpina dann im Juli 2019 über England zurück nach Deutschland importiert. Am 30.11.2020 folgte die Zulassung für den deutschen Straßenverkehr."
1965 Auto Union Audi (F103),"Sehr seltener Ur-Audi 60, Lückenlose Historie, 2. Hand, Motor überholt, Aktueller TÜV","Bei diesem Auto Union Audi handelt es sich um ein echtes Stück Automobilgeschichte. Dieser extrem seltene Ur-Audi ist der erste Viertaktmotor mit Frontantrieb aus dem Hause Auto Union, welcher zunächst bei dessen Premiere im September 1965 nur den Namen “Auto Union Audi” trug. Aufgrund des Eigentümerwechsels der Auto Union GmbH wurde bereits ab 1966 das Modell F103 als Audi 60 vertrieben. Von diesen ersten Auto Union Audi existieren kaum noch vollständig und original erhaltene Modelle, auch nachweislich nicht in der Konzernsammlung von Audi. Der Wagen befindet sich in einem tadellosen unrestaurierten Originalzustand. Der originale Motor wurde vor 20.000 Km neu überholt. Die Historie ist in 2. Hand lückenlos nachvollziehbar, wobei der aktuelle Eigentümer das Fahrzeug seit über 24 Jahren in seinem Besitz hat.
Der Auto Union Audi kann in Duisburg besichtigt werden.",verkauft für 17.000 €,5 Gebote,2 Kommentare,Alltagsklassiker,Der Ur-Audi wurde 1965 durch das Autohaus Engels an eine Dame in Wermelskirchen ausgeliefert und am 4.11.1965 zugelassen. Im Februar 2002 wurde der Wagen durch den aktuellen Eigentümer in 2. Hand zugelassen. Die komplette Historie ist durch das Scheckheft und weitere Belege lückenlos nachvollziehbar.
1960 BMW Isetta 250 Export (Motocoupé),"Deutsche Erstauslieferung, nachvollziehbare Historie, originales Faltdach, vollständig restauriert, Motor überholt, Aktueller TÜV","Wohl kaum ein Modell hat gleichermaßen so eine besondere Bedeutsamkeit für einen Automobilhersteller und ein ganzes Land, wie die Isetta der Bayerischen Motorenwerke. Die Isetta steht für ein Kunststück des BMW Konzerns zu Zeiten des Wirtschaftswunders. BMW war nach dem Krieg in eine schwerwiegende wirtschaftliche Schieflage geraten, sodass die Münchner mit dem italienischen Motorrad- und Kälteanlagenhersteller Iso Rivolta kooperierten. Das Ergebnis dieser Kooperation wurde erstmals am 5. März 1955 der Öffentlichkeit als BMW Motocoupé vorgestellt. Bei der hier präsentierten Isetta handelt es sich um eine 250er Maschine von 1960, welche sich seit Juni 1989 im Besitz des Verkäufers befindet. Seit 1989 wurde die BMW Isetta in der Freizeit des Eigentümers vollständig zerlegt und restauriert (frame-off). In diesem Zusammenhang erhielt sie u.A. eine Spritzverzinkung des Unterbodens, sowie einen neuen Lackaufbau. Mit Fertigstellung der Vollrestaurierung im August 2008 nahm der Eigentümer mit dem 250er Motocoupé am Isetta Weltrekord in Coburg teil. Die umfangreiche Vollrestaurierung unter Beibehaltung nahezu aller Originalteile wurde 2014 durch die DEKRA mit einer Zustandsnote von 1- honoriert. Seit dem wurde die Isetta 2.853 Km bewegt. Ferner wurde die Isetta 2011 bei “Stuttgart sucht das Superauto” prämiert und in einem großen Beitrag der Auto Motor und Sport Ausgabe 26.2011 auf den Seiten 138/139 gewürdigt.
Die 250er Isetta kann an Stand 1K11 in Halle 1 auf der Retro Classics Stuttgart 2022 besichtigt werden.",verkauft für 35.000 €,12 Gebote,0 Kommentare,Restaurierter Neuwagenzustand,Die 250er Isetta wurde am 31.03.1960 in Regensburg erstmalig zugelassen. Die BMW Isetta wurde im Juni 1989 durch den aktuellen Eigentümer in Wunstorf erworben und im Oktober 2008 erstmalig nach der Vollrestaurierung durch ihn zugelassen. Somit ist der aktuelle Eigentümer der vierte Halter der Isetta. Die gesamte Fahrzeughistorie ist über einen Nachweis des Deutschen Kraftfahrtbundesamts belegt. Neben diesem Dokument finden Sie auch Bilder der Isetta direkt nach dem Kauf 1989 in unserer Galerie.
1971 VW T2a Westfalia Campingwagen SO 69,"Amerikanische Erstauslieferung, vollständig frame-off restauriert, Motorrevision, umfangreiches Zubehör mit Campingausstattung und Anhänger","Bei diesem VW T2a handelt es sich um einen von Westfalia umgerüsteten Campingwagen. Diese Modellreihe wurde vorrangig im US-amerikanischen Markt verkauft und zum Symbol der ""Flower-Power""-Bewegung. Mit der originalen, voll ausgestatteten Westfalia-Ausrüstung, fühlt sich ein Camping Trip in diesem T2a wie eine Zeitreise in die 70er-Jahre an. Die modelltypischen Lamellenfenster sorgen im Innenraum für einen guten Durchzug und das praktische Aufstelldach erlaubt bequemes aufrechtes Stehen. Mit viel Zeit und Liebe zum Detail wurde dieser Westfalia in einer kompletten Restaurierung wieder in einen neuwertigen Zustand versetzt.
Dieser VW T2a Westfalia kann in Halle 1, Stand 1K11 auf der Retro Classics Stuttgart besichtigt und Live ersteigert werden. ",verkauft für 44.000 €,6 Gebote,0 Kommentare,Alltagsklassiker,"Die T2a Baureihe wurde zwischen 1967 - 1971 in Deutschland hergestellt. Bei diesem 1971er T2a mit Westfalia-Aufbau handelt es sich um ein, für den US-amerikanischen Markt produziertes, Exportmodell. Laut dem originalen Volkswagen-Zertifikat, wurde das Fahrzeug am 26.11.1970 hergestellt und am 08.12.1970 ausgeliefert. Dieser T2a zählt dennoch zu der Modellreihe von 1971. Auch die Erstzulassung wurde im Jahr 1971 vermerkt, da er den US-amerikanischen Markt erst dann erreichte. Im Juni 2019 wurde das Fahrzeug über die Niederlande nach Europa importiert. Eine vollständig nachvollziehbare Historie ist bis zum Import nach Österreich leider nicht vorhanden. Marktspezifische Ausstattungen, z.B. um den US-Sicherheitsbestimmungen gemäß zu werden, wurden während der Komplettrestaurierung in Österreich zurückgebaut."
Kunstwerk Dark Lady,"Stahl, Eisenoxyd und Acryl 120cm x 180cm","Ein einmaliges Kunstwerk, welches durch seine dynamische Farbkomposition den Betrachter in seinen Bann zieht. Durch aufwändige Oxidationsprozesse auf einer Stahlplatte erstellt, steht dieses Kunstwerk, welches am Markt mit weit über 10.000 € gehandelt wird, nun in einer Benefiz-Auktion zum Verkauf.
Dieses besondere Kunstwerk die DarkLady kann in Halle 1, Stand 1K11 auf der Retro Classics Stuttgart besichtigt und Live ersteigert werden. ",verkauft für 2.300 €,9 Gebote,0 Kommentare,Kunst,Von einem schlichten Stahlblock zu einer Stahlplatte hin zu einem einmaligen Kunstwerk-
